REF_DATE,GEO,DGUID,"Electric power, components",SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,DECIMALS,VALUE_missing
2008-01-01,Canada,2016A000011124,Total generation,units,0,v44158996,1.1,59082501.0,,,0,False
2008-01-01,Canada,2016A000011124,Total receipts,units,0,v44159003,1.2,1391169.0,,,0,False
2008-01-01,Canada,2016A000011124,Purchased receipts from the United States,units,0,v44159004,1.4,1337651.0,,,0,False
2008-01-01,Canada,2016A000011124,Other receipts from the United States,units,0,v44159005,1.5,53518.0,,,0,False
2008-01-01,Canada,2016A000011124,Total deliveries,units,0,v44159006,1.6,4627072.0,,,0,False
2008-01-01,Canada,2016A000011124,Deliveries to the United States,units,0,v44159007,1.8,4627072.0,,,0,False
2008-01-01,Canada,2016A000011124,Total firm deliveries,units,0,v44159008,1.9,1455905.0,,,0,False
2008-01-01,Canada,2016A000011124,Firm deliveries to the United States,units,0,v44158997,1.11,1455905.0,,,0,False
2008-01-01,Canada,2016A000011124,Total non-firm deliveries,units,0,v44158998,1.12,3145483.0,,,0,False
2008-01-01,Canada,2016A000011124,Non-firm deliveries to the United States,units,0,v44158999,1.14,3145483.0,,,0,False
2008-01-01,Canada,2016A000011124,Total other deliveries,units,0,v44159000,1.15,25684.0,,,0,False
2008-01-01,Canada,2016A000011124,Other deliveries to the United States,units,0,v44159001,1.16,25684.0,,,0,False
2008-01-01,Canada,2016A000011124,Total electricity available for use within specific geographic border,units,0,v44159002,1.17,55846598.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Total generation,units,0,v44159046,2.1,4860095.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Total receipts,units,0,v44159051,2.2,2322.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Receipts from other provinces,units,0,v44159052,2.3,2322.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Total deliveries,units,0,v44159053,2.6,3608395.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Deliveries to other provinces,units,0,v44159054,2.7,3608395.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Total firm deliveries,units,0,v44159055,2.9,3608395.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Firm deliveries to other provinces,units,0,v44159047,2.1,3608395.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Total non-firm deliveries,units,0,v44159048,2.12,0.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Non-firm deliveries to other provinces,units,0,v44159049,2.13,0.0,,,0,False
2008-01-01,Newfoundland and Labrador,2016A000210,Total electricity available for use within specific geographic border,units,0,v44159050,2.17,1254022.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Total generation,units,0,v44159056,3.1,11321.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Total receipts,units,0,v44159061,3.2,92270.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Receipts from other provinces,units,0,v44159062,3.3,92270.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Total deliveries,units,0,v44159063,3.6,0.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Deliveries to other provinces,units,0,v44159064,3.7,0.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Total firm deliveries,units,0,v44159065,3.9,0.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Firm deliveries to other provinces,units,0,v44159057,3.1,0.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Total non-firm deliveries,units,0,v44159058,3.12,0.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Non-firm deliveries to other provinces,units,0,v44159059,3.13,0.0,,,0,False
2008-01-01,Prince Edward Island,2016A000211,Total electricity available for use within specific geographic border,units,0,v44159060,3.17,103591.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Total generation,units,0,v44159066,4.1,1189005.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Total receipts,units,0,v44159073,4.2,64623.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Receipts from other provinces,units,0,v44159074,4.3,46830.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Purchased receipts from the United States,units,0,v44159075,4.4,17793.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Total deliveries,units,0,v44159076,4.6,0.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Deliveries to other provinces,units,0,v44159077,4.7,0.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Deliveries to the United States,units,0,v44159078,4.8,0.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Total firm deliveries,units,0,v44159079,4.9,0.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Firm deliveries to other provinces,units,0,v44159067,4.1,0.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Firm deliveries to the United States,units,0,v44159068,4.11,0.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Total non-firm deliveries,units,0,v44159069,4.12,0.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Non-firm deliveries to other provinces,units,0,v44159070,4.13,0.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Non-firm deliveries to the United States,units,0,v44159071,4.14,0.0,,,0,False
2008-01-01,Nova Scotia,2016A000212,Total electricity available for use within specific geographic border,units,0,v44159072,4.17,1253628.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Total generation,units,0,v44159080,5.1,1710816.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Total receipts,units,0,v44159089,5.2,333510.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Receipts from other provinces,units,0,v44159090,5.3,315920.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Purchased receipts from the United States,units,0,v44159091,5.4,17590.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Other receipts from the United States,units,0,v44159092,5.5,0.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Total deliveries,units,0,v44159093,5.6,274394.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Deliveries to other provinces,units,0,v44159094,5.7,163640.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Deliveries to the United States,units,0,v44159095,5.8,110754.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Total firm deliveries,units,0,v44159096,5.9,161308.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Firm deliveries to other provinces,units,0,v44159081,5.1,100345.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Firm deliveries to the United States,units,0,v44159082,5.11,60963.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Total non-firm deliveries,units,0,v44159083,5.12,113086.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Non-firm deliveries to other provinces,units,0,v44159084,5.13,63295.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Non-firm deliveries to the United States,units,0,v44159085,5.14,49791.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Total other deliveries,units,0,v44159086,5.15,0.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Other deliveries to the United States,units,0,v44159087,5.16,0.0,,,0,False
2008-01-01,New Brunswick,2016A000213,Total electricity available for use within specific geographic border,units,0,v44159088,5.17,1769932.0,,,0,False
2008-01-01,Quebec,2016A000224,Total generation,units,0,v44159097,6.1,19170108.0,,,0,False
2008-01-01,Quebec,2016A000224,Total receipts,units,0,v44159106,6.2,4220942.0,,,0,False
2008-01-01,Quebec,2016A000224,Receipts from other provinces,units,0,v44159107,6.3,4078120.0,,,0,False
2008-01-01,Quebec,2016A000224,Purchased receipts from the United States,units,0,v44159108,6.4,142822.0,,,0,False
2008-01-01,Quebec,2016A000224,Other receipts from the United States,units,0,v44159109,6.5,0.0,,,0,False
2008-01-01,Quebec,2016A000224,Total deliveries,units,0,v44159110,6.6,2333417.0,,,0,False
2008-01-01,Quebec,2016A000224,Deliveries to other provinces,units,0,v44159111,6.7,535241.0,,,0,False
2008-01-01,Quebec,2016A000224,Deliveries to the United States,units,0,v44159112,6.8,1798176.0,,,0,False
2008-01-01,Quebec,2016A000224,Total firm deliveries,units,0,v44159113,6.9,321762.0,,,0,False
2008-01-01,Quebec,2016A000224,Firm deliveries to other provinces,units,0,v44159098,6.1,3175.0,,,0,False
2008-01-01,Quebec,2016A000224,Firm deliveries to the United States,units,0,v44159099,6.11,318587.0,,,0,False
2008-01-01,Quebec,2016A000224,Total non-firm deliveries,units,0,v44159100,6.12,2011655.0,,,0,False
2008-01-01,Quebec,2016A000224,Non-firm deliveries to other provinces,units,0,v44159101,6.13,532066.0,,,0,False
2008-01-01,Quebec,2016A000224,Non-firm deliveries to the United States,units,0,v44159102,6.14,1479589.0,,,0,False
2008-01-01,Quebec,2016A000224,Total other deliveries,units,0,v44159103,6.15,0.0,,,0,False
2008-01-01,Quebec,2016A000224,Other deliveries to the United States,units,0,v44159104,6.16,0.0,,,0,False
2008-01-01,Quebec,2016A000224,Total electricity available for use within specific geographic border,units,0,v44159105,6.17,21057633.0,,,0,False
2008-01-01,Ontario,2016A000235,Total generation,units,0,v44159114,7.1,14870199.0,,,0,False
2008-01-01,Ontario,2016A000235,Total receipts,units,0,v44159122,7.2,728483.0,,,0,False
2008-01-01,Ontario,2016A000235,Receipts from other provinces,units,0,v44159123,7.3,227860.0,,,0,False
2008-01-01,Ontario,2016A000235,Purchased receipts from the United States,units,0,v44159124,7.4,491001.0,,,0,False
2008-01-01,Ontario,2016A000235,Other receipts from the United States,units,0,v44159125,7.5,9622.0,,,0,False
2008-01-01,Ontario,2016A000235,Total deliveries,units,0,v44159126,7.6,2079977.0,,,0,False
2008-01-01,Ontario,2016A000235,Deliveries to other provinces,units,0,v44159127,7.7,465669.0,,,0,False
2008-01-01,Ontario,2016A000235,Deliveries to the United States,units,0,v44159128,7.8,1614308.0,,,0,False
2008-01-01,Ontario,2016A000235,Total firm deliveries,units,0,v44159129,7.9,765054.0,,,0,False
2008-01-01,Ontario,2016A000235,Firm deliveries to the United States,units,0,v44159115,7.11,765054.0,,,0,False
2008-01-01,Ontario,2016A000235,Total non-firm deliveries,units,0,v44159116,7.12,1314923.0,,,0,False
2008-01-01,Ontario,2016A000235,Non-firm deliveries to other provinces,units,0,v44159117,7.13,465669.0,,,0,False
2008-01-01,Ontario,2016A000235,Non-firm deliveries to the United States,units,0,v44159118,7.14,849254.0,,,0,False
2008-01-01,Ontario,2016A000235,Total other deliveries,units,0,v44159119,7.15,0.0,,,0,False
2008-01-01,Ontario,2016A000235,Other deliveries to the United States,units,0,v44159120,7.16,0.0,,,0,False
2008-01-01,Ontario,2016A000235,Total electricity available for use within specific geographic border,units,0,v44159121,7.17,13518705.0,,,0,False
2008-01-01,Manitoba,2016A000246,Total generation,units,0,v44159130,8.1,3116287.0,,,0,False
2008-01-01,Manitoba,2016A000246,Total receipts,units,0,v44159139,8.2,102266.0,,,0,False
2008-01-01,Manitoba,2016A000246,Receipts from other provinces,units,0,v44159140,8.3,96127.0,,,0,False
2008-01-01,Manitoba,2016A000246,Purchased receipts from the United States,units,0,v44159141,8.4,6139.0,,,0,False
2008-01-01,Manitoba,2016A000246,Other receipts from the United States,units,0,v44159142,8.5,0.0,,,0,False
2008-01-01,Manitoba,2016A000246,Total deliveries,units,0,v44159143,8.6,650110.0,,,0,False
2008-01-01,Manitoba,2016A000246,Deliveries to other provinces,units,0,v44159144,8.7,126595.0,,,0,False
2008-01-01,Manitoba,2016A000246,Deliveries to the United States,units,0,v44159145,8.8,523515.0,,,0,False
2008-01-01,Manitoba,2016A000246,Total firm deliveries,units,0,v44159146,8.9,219028.0,,,0,False
2008-01-01,Manitoba,2016A000246,Firm deliveries to other provinces,units,0,v44159131,8.1,0.0,,,0,False
2008-01-01,Manitoba,2016A000246,Firm deliveries to the United States,units,0,v44159132,8.11,219028.0,,,0,False
2008-01-01,Manitoba,2016A000246,Total non-firm deliveries,units,0,v44159133,8.12,431082.0,,,0,False
2008-01-01,Manitoba,2016A000246,Non-firm deliveries to other provinces,units,0,v44159134,8.13,126595.0,,,0,False
2008-01-01,Manitoba,2016A000246,Non-firm deliveries to the United States,units,0,v44159135,8.14,304487.0,,,0,False
2008-01-01,Manitoba,2016A000246,Total other deliveries,units,0,v44159136,8.15,0.0,,,0,False
2008-01-01,Manitoba,2016A000246,Other deliveries to the United States,units,0,v44159137,8.16,0.0,,,0,False
2008-01-01,Manitoba,2016A000246,Total electricity available for use within specific geographic border,units,0,v44159138,8.17,2568443.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Total generation,units,0,v44159147,9.1,1833426.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Total receipts,units,0,v44159156,9.2,144798.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Receipts from other provinces,units,0,v44159157,9.3,118754.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Purchased receipts from the United States,units,0,v44159158,9.4,26044.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Other receipts from the United States,units,0,v44159159,9.5,0.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Total deliveries,units,0,v44159160,9.6,146962.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Deliveries to other provinces,units,0,v44159161,9.7,135790.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Deliveries to the United States,units,0,v44159162,9.8,11172.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Total firm deliveries,units,0,v44159163,9.9,0.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Firm deliveries to other provinces,units,0,v44159148,9.1,0.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Firm deliveries to the United States,units,0,v44159149,9.11,0.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Total non-firm deliveries,units,0,v44159150,9.12,146962.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Non-firm deliveries to other provinces,units,0,v44159151,9.13,135790.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Non-firm deliveries to the United States,units,0,v44159152,9.14,11172.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Total other deliveries,units,0,v44159153,9.15,0.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Other deliveries to the United States,units,0,v44159154,9.16,0.0,,,0,False
2008-01-01,Saskatchewan,2016A000247,Total electricity available for use within specific geographic border,units,0,v44159155,9.17,1831262.0,,,0,False
2008-01-01,Alberta,2016A000248,Total generation,units,0,v44159009,10.1,5338240.0,,,0,False
2008-01-01,Alberta,2016A000248,Total receipts,units,0,v44159016,10.2,210764.0,,,0,False
2008-01-01,Alberta,2016A000248,Receipts from other provinces,units,0,v44159017,10.3,164439.0,,,0,False
2008-01-01,Alberta,2016A000248,Purchased receipts from the United States,units,0,v44159018,10.4,46325.0,,,0,False
2008-01-01,Alberta,2016A000248,Total deliveries,units,0,v44159019,10.6,88594.0,,,0,False
2008-01-01,Alberta,2016A000248,Deliveries to other provinces,units,0,v44159020,10.7,53991.0,,,0,False
2008-01-01,Alberta,2016A000248,Deliveries to the United States,units,0,v44159021,10.8,34603.0,,,0,False
2008-01-01,Alberta,2016A000248,Total firm deliveries,units,0,v44159022,10.9,5541.0,,,0,False
2008-01-01,Alberta,2016A000248,Firm deliveries to other provinces,units,0,v44159010,10.1,2608.0,,,0,False
2008-01-01,Alberta,2016A000248,Firm deliveries to the United States,units,0,v44159011,10.11,2933.0,,,0,False
2008-01-01,Alberta,2016A000248,Total non-firm deliveries,units,0,v44159012,10.12,83053.0,,,0,False
2008-01-01,Alberta,2016A000248,Non-firm deliveries to other provinces,units,0,v44159013,10.13,51383.0,,,0,False
2008-01-01,Alberta,2016A000248,Non-firm deliveries to the United States,units,0,v44159014,10.14,31670.0,,,0,False
2008-01-01,Alberta,2016A000248,Total electricity available for use within specific geographic border,units,0,v44159015,10.17,5460410.0,,,0,False
2008-01-01,British Columbia,2016A000259,Total generation,units,0,v44159023,11.1,6866052.0,,,0,False
2008-01-01,British Columbia,2016A000259,Total receipts,units,0,v44159032,11.2,685216.0,,,0,False
2008-01-01,British Columbia,2016A000259,Receipts from other provinces,units,0,v44159033,11.3,51383.0,,,0,False
2008-01-01,British Columbia,2016A000259,Purchased receipts from the United States,units,0,v44159034,11.4,589937.0,,,0,False
2008-01-01,British Columbia,2016A000259,Other receipts from the United States,units,0,v44159035,11.5,43896.0,,,0,False
2008-01-01,British Columbia,2016A000259,Total deliveries,units,0,v44159036,11.6,639248.0,,,0,False
2008-01-01,British Columbia,2016A000259,Deliveries to other provinces,units,0,v44159037,11.7,104704.0,,,0,False
2008-01-01,British Columbia,2016A000259,Deliveries to the United States,units,0,v44159038,11.8,534544.0,,,0,False
2008-01-01,British Columbia,2016A000259,Total firm deliveries,units,0,v44159039,11.9,89340.0,,,0,False
2008-01-01,British Columbia,2016A000259,Firm deliveries to other provinces,units,0,v44159024,11.1,0.0,,,0,False
2008-01-01,British Columbia,2016A000259,Firm deliveries to the United States,units,0,v44159025,11.11,89340.0,,,0,False
2008-01-01,British Columbia,2016A000259,Total non-firm deliveries,units,0,v44159026,11.12,524224.0,,,0,False
2008-01-01,British Columbia,2016A000259,Non-firm deliveries to other provinces,units,0,v44159027,11.13,104704.0,,,0,False
2008-01-01,British Columbia,2016A000259,Non-firm deliveries to the United States,units,0,v44159028,11.14,419520.0,,,0,False
2008-01-01,British Columbia,2016A000259,Total other deliveries,units,0,v44159029,11.15,25684.0,,,0,False
2008-01-01,British Columbia,2016A000259,Other deliveries to the United States,units,0,v44159030,11.16,25684.0,,,0,False
2008-01-01,British Columbia,2016A000259,Total electricity available for use within specific geographic border,units,0,v44159031,11.17,6912020.0,,,0,False
2008-01-01,Yukon,2016A000260,Total generation,units,0,v44159040,12.1,38799.0,,,0,False
2008-01-01,Yukon,2016A000260,Total electricity available for use within specific geographic border,units,0,v44159041,12.17,38799.0,,,0,False
2008-01-01,Northwest Territories,2016A000261,Total generation,units,0,v44159042,13.1,63467.0,,,0,False
2008-01-01,Northwest Territories,2016A000261,Total electricity available for use within specific geographic border,units,0,v44159043,13.17,63467.0,,,0,False
2008-01-01,Nunavut,2016A000262,Total generation,units,0,v44159044,14.1,14686.0,,,0,False
2008-01-01,Nunavut,2016A000262,Total electricity available for use within specific geographic border,units,0,v44159045,14.17,14686.0,,,0,False
2008-02-01,Canada,2016A000011124,Total generation,units,0,v44158996,1.1,55885424.0,,,0,False
2008-02-01,Canada,2016A000011124,Total receipts,units,0,v44159003,1.2,1411545.0,,,0,False
2008-02-01,Canada,2016A000011124,Purchased receipts from the United States,units,0,v44159004,1.4,1280003.0,,,0,False
2008-02-01,Canada,2016A000011124,Other receipts from the United States,units,0,v44159005,1.5,131542.0,,,0,False
2008-02-01,Canada,2016A000011124,Total deliveries,units,0,v44159006,1.6,4382286.0,,,0,False
2008-02-01,Canada,2016A000011124,Deliveries to the United States,units,0,v44159007,1.8,4382286.0,,,0,False
2008-02-01,Canada,2016A000011124,Total firm deliveries,units,0,v44159008,1.9,1333178.0,,,0,False
2008-02-01,Canada,2016A000011124,Firm deliveries to the United States,units,0,v44158997,1.11,1333178.0,,,0,False
2008-02-01,Canada,2016A000011124,Total non-firm deliveries,units,0,v44158998,1.12,3026482.0,,,0,False
2008-02-01,Canada,2016A000011124,Non-firm deliveries to the United States,units,0,v44158999,1.14,3026482.0,,,0,False
2008-02-01,Canada,2016A000011124,Total other deliveries,units,0,v44159000,1.15,22626.0,,,0,False
2008-02-01,Canada,2016A000011124,Other deliveries to the United States,units,0,v44159001,1.16,22626.0,,,0,False
2008-02-01,Canada,2016A000011124,Total electricity available for use within specific geographic border,units,0,v44159002,1.17,52914683.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Total generation,units,0,v44159046,2.1,4565932.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Total receipts,units,0,v44159051,2.2,2796.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Receipts from other provinces,units,0,v44159052,2.3,2796.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Total deliveries,units,0,v44159053,2.6,3396103.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Deliveries to other provinces,units,0,v44159054,2.7,3396103.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Total firm deliveries,units,0,v44159055,2.9,3396103.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Firm deliveries to other provinces,units,0,v44159047,2.1,3396103.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Total non-firm deliveries,units,0,v44159048,2.12,0.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Non-firm deliveries to other provinces,units,0,v44159049,2.13,0.0,,,0,False
2008-02-01,Newfoundland and Labrador,2016A000210,Total electricity available for use within specific geographic border,units,0,v44159050,2.17,1172625.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Total generation,units,0,v44159056,3.1,10175.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Total receipts,units,0,v44159061,3.2,90545.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Receipts from other provinces,units,0,v44159062,3.3,90545.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Total deliveries,units,0,v44159063,3.6,0.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Deliveries to other provinces,units,0,v44159064,3.7,0.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Total firm deliveries,units,0,v44159065,3.9,0.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Firm deliveries to other provinces,units,0,v44159057,3.1,0.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Total non-firm deliveries,units,0,v44159058,3.12,0.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Non-firm deliveries to other provinces,units,0,v44159059,3.13,0.0,,,0,False
2008-02-01,Prince Edward Island,2016A000211,Total electricity available for use within specific geographic border,units,0,v44159060,3.17,100720.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Total generation,units,0,v44159066,4.1,1094188.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Total receipts,units,0,v44159073,4.2,45683.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Receipts from other provinces,units,0,v44159074,4.3,18356.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Purchased receipts from the United States,units,0,v44159075,4.4,27327.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Total deliveries,units,0,v44159076,4.6,60.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Deliveries to other provinces,units,0,v44159077,4.7,0.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Deliveries to the United States,units,0,v44159078,4.8,60.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Total firm deliveries,units,0,v44159079,4.9,0.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Firm deliveries to other provinces,units,0,v44159067,4.1,0.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Firm deliveries to the United States,units,0,v44159068,4.11,0.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Total non-firm deliveries,units,0,v44159069,4.12,60.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Non-firm deliveries to other provinces,units,0,v44159070,4.13,0.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Non-firm deliveries to the United States,units,0,v44159071,4.14,60.0,,,0,False
2008-02-01,Nova Scotia,2016A000212,Total electricity available for use within specific geographic border,units,0,v44159072,4.17,1139811.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Total generation,units,0,v44159080,5.1,1477493.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Total receipts,units,0,v44159089,5.2,334887.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Receipts from other provinces,units,0,v44159090,5.3,320210.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Purchased receipts from the United States,units,0,v44159091,5.4,14677.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Other receipts from the United States,units,0,v44159092,5.5,0.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Total deliveries,units,0,v44159093,5.6,190743.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Deliveries to other provinces,units,0,v44159094,5.7,118576.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Deliveries to the United States,units,0,v44159095,5.8,72167.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Total firm deliveries,units,0,v44159096,5.9,154919.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Firm deliveries to other provinces,units,0,v44159081,5.1,94585.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Firm deliveries to the United States,units,0,v44159082,5.11,60334.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Total non-firm deliveries,units,0,v44159083,5.12,35824.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Non-firm deliveries to other provinces,units,0,v44159084,5.13,23991.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Non-firm deliveries to the United States,units,0,v44159085,5.14,11833.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Total other deliveries,units,0,v44159086,5.15,0.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Other deliveries to the United States,units,0,v44159087,5.16,0.0,,,0,False
2008-02-01,New Brunswick,2016A000213,Total electricity available for use within specific geographic border,units,0,v44159088,5.17,1621637.0,,,0,False
2008-02-01,Quebec,2016A000224,Total generation,units,0,v44159097,6.1,19387186.0,,,0,False
2008-02-01,Quebec,2016A000224,Total receipts,units,0,v44159106,6.2,3648411.0,,,0,False
2008-02-01,Quebec,2016A000224,Receipts from other provinces,units,0,v44159107,6.3,3600980.0,,,0,False
2008-02-01,Quebec,2016A000224,Purchased receipts from the United States,units,0,v44159108,6.4,47431.0,,,0,False
2008-02-01,Quebec,2016A000224,Other receipts from the United States,units,0,v44159109,6.5,0.0,,,0,False
2008-02-01,Quebec,2016A000224,Total deliveries,units,0,v44159110,6.6,2519689.0,,,0,False
2008-02-01,Quebec,2016A000224,Deliveries to other provinces,units,0,v44159111,6.7,589488.0,,,0,False
2008-02-01,Quebec,2016A000224,Deliveries to the United States,units,0,v44159112,6.8,1930201.0,,,0,False
2008-02-01,Quebec,2016A000224,Total firm deliveries,units,0,v44159113,6.9,332714.0,,,0,False
2008-02-01,Quebec,2016A000224,Firm deliveries to other provinces,units,0,v44159098,6.1,8365.0,,,0,False
2008-02-01,Quebec,2016A000224,Firm deliveries to the United States,units,0,v44159099,6.11,324349.0,,,0,False
2008-02-01,Quebec,2016A000224,Total non-firm deliveries,units,0,v44159100,6.12,2186975.0,,,0,False
2008-02-01,Quebec,2016A000224,Non-firm deliveries to other provinces,units,0,v44159101,6.13,581123.0,,,0,False
2008-02-01,Quebec,2016A000224,Non-firm deliveries to the United States,units,0,v44159102,6.14,1605852.0,,,0,False
2008-02-01,Quebec,2016A000224,Total other deliveries,units,0,v44159103,6.15,0.0,,,0,False
2008-02-01,Quebec,2016A000224,Other deliveries to the United States,units,0,v44159104,6.16,0.0,,,0,False
2008-02-01,Quebec,2016A000224,Total electricity available for use within specific geographic border,units,0,v44159105,6.17,20515908.0,,,0,False
2008-02-01,Ontario,2016A000235,Total generation,units,0,v44159114,7.1,13850896.0,,,0,False
2008-02-01,Ontario,2016A000235,Total receipts,units,0,v44159122,7.2,796243.0,,,0,False
2008-02-01,Ontario,2016A000235,Receipts from other provinces,units,0,v44159123,7.3,273265.0,,,0,False
2008-02-01,Ontario,2016A000235,Purchased receipts from the United States,units,0,v44159124,7.4,409476.0,,,0,False
2008-02-01,Ontario,2016A000235,Other receipts from the United States,units,0,v44159125,7.5,113502.0,,,0,False
2008-02-01,Ontario,2016A000235,Total deliveries,units,0,v44159126,7.6,1603798.0,,,0,False
2008-02-01,Ontario,2016A000235,Deliveries to other provinces,units,0,v44159127,7.7,204374.0,,,0,False
